label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
map,-0.004302,0.002416,-0.000274,0.149347,-0.107492,0.003185,0.227356,-0.242166,-0.015329,0.180896,-0.327296,-0.027822,0.085446,-0.358228,-0.056590,0.114601,-0.479417,-0.073175,0.146315,-0.736122,-0.108483,0.139116,-0.881721,-0.113475,0.141371,-1.002839,-0.102092,0.016388,-0.507930,-0.079576,0.012264,-0.555687,-0.083306,0.018541,-0.472948,-0.075325,0.020666,-0.399162,-0.075172,-0.081761,-0.473421,-0.077150,-0.073342,-0.469267,-0.079778,-0.055147,-0.414908,-0.063413,-0.055378,-0.338223,-0.050243,-0.169144,-0.411429,-0.083498,-0.157324,-0.422312,-0.070012,-0.132744,-0.360537,-0.037016,-0.120599,-0.308683,-0.020636
map,0.001768,-0.006114,0.003835,0.143240,-0.112899,0.000022,0.228535,-0.238510,-0.022666,0.179615,-0.324052,-0.038494,0.092889,-0.360909,-0.069753,0.117318,-0.463227,-0.069615,0.148319,-0.745727,-0.094922,0.149567,-0.890226,-0.105476,0.132928,-0.997644,-0.098454,0.009628,-0.508648,-0.076050,0.023807,-0.547024,-0.099615,0.028323,-0.465745,-0.085394,0.016112,-0.392229,-0.069306,-0.090286,-0.466803,-0.084034,-0.077147,-0.472181,-0.080985,-0.062521,-0.410359,-0.054160,-0.057352,-0.329952,-0.055605,-0.175740,-0.412777,-0.081921,-0.157147,-0.420476,-0.070111,-0.136692,-0.373693,-0.039750,-0.127254,-0.311862,-0.030183
map,0.000000,0.000000,0.000000,0.152532,-0.104650,-0.001568,0.232293,-0.239172,-0.016887,0.169950,-0.324161,-0.032216,0.084586,-0.346667,-0.052244,0.130750,-0.479140,-0.071254,0.145182,-0.736267,-0.089723,0.145275,-0.888983,-0.095507,0.142764,-1.000000,-0.100672,0.010727,-0.510400,-0.077801,0.020798,-0.547574,-0.083573,0.022078,-0.468385,-0.068780,0.025044,-0.396589,-0.063296,-0.087952,-0.474544,-0.077850,-0.068916,-0.480526,-0.074137,-0.056635,-0.410301,-0.047989,-0.050739,-0.346238,-0.037169,-0.173851,-0.414576,-0.078121,-0.156105,-0.429134,-0.065582,-0.133210,-0.371808,-0.035486,-0.123986,-0.318244,-0.013153
map,-0.014781,-0.001277,0.000941,0.148300,-0.090645,0.005303,0.235376,-0.243657,-0.011104,0.169495,-0.324825,-0.026934,0.076345,-0.351228,-0.052045,0.137401,-0.477456,-0.069370,0.154956,-0.746938,-0.094625,0.138902,-0.886999,-0.104213,0.146976,-0.996462,-0.093312,0.013850,-0.525139,-0.089252,0.008876,-0.559856,-0.090527,0.028673,-0.471806,-0.068165,0.027126,-0.392739,-0.066879,-0.098307,-0.479848,-0.076077,-0.066747,-0.484734,-0.065938,-0.062268,-0.427161,-0.058641,-0.056519,-0.342927,-0.036707,-0.168787,-0.428642,-0.080667,-0.160522,-0.429137,-0.060860,-0.138475,-0.381246,-0.012634,-0.117844,-0.317258,-0.008447
map,-0.006548,0.005967,-0.000822,0.155156,-0.114739,-0.001515,0.232039,-0.241333,-0.005193,0.162212,-0.322137,-0.035747,0.089562,-0.344544,-0.050886,0.136631,-0.483143,-0.076082,0.139840,-0.744471,-0.095151,0.145865,-0.887250,-0.092880,0.147247,-0.997748,-0.104803,0.008728,-0.510875,-0.087444,0.025884,-0.549675,-0.071977,0.026273,-0.466826,-0.065961,0.026077,-0.391555,-0.058670,-0.083970,-0.476047,-0.074581,-0.069482,-0.484529,-0.065545,-0.050317,-0.398746,-0.040936,-0.055750,-0.341471,-0.024095,-0.163726,-0.411340,-0.073128,-0.149975,-0.427596,-0.055188,-0.136019,-0.368100,-0.036481,-0.121209,-0.325296,-0.016375
map,0.000307,-0.008396,0.009201,0.159175,-0.095380,0.004917,0.230018,-0.243886,-0.008294,0.169659,-0.332290,-0.029982,0.088468,-0.346855,-0.060565,0.133040,-0.477210,-0.078249,0.139892,-0.741818,-0.096891,0.149032,-0.894772,-0.108578,0.135160,-1.012052,-0.098808,0.009063,-0.513042,-0.069373,0.012776,-0.551005,-0.083561,0.019580,-0.477756,-0.074135,0.023576,-0.402003,-0.057131,-0.084567,-0.476992,-0.074863,-0.065229,-0.479714,-0.084187,-0.052947,-0.408066,-0.053657,-0.040266,-0.344073,-0.032248,-0.168975,-0.421202,-0.070563,-0.160973,-0.421920,-0.069919,-0.145647,-0.377166,-0.031575,-0.131433,-0.314149,-0.020091
map,0.000000,0.000000,0.000000,0.152299,-0.103116,-0.000572,0.233635,-0.234338,-0.016368,0.175474,-0.317394,-0.032549,0.092056,-0.340674,-0.053748,0.126184,-0.483925,-0.071176,0.142664,-0.738103,-0.089556,0.143236,-0.890287,-0.097086,0.141036,-1.000000,-0.103404,0.007645,-0.514543,-0.077531,0.019765,-0.540384,-0.082461,0.020351,-0.462728,-0.069384,0.022161,-0.393928,-0.065613,-0.090467,-0.477544,-0.077006,-0.071095,-0.475043,-0.071311,-0.058714,-0.405838,-0.046037,-0.052414,-0.342678,-0.036258,-0.175992,-0.416878,-0.076700,-0.155604,-0.425868,-0.063294,-0.132150,-0.368658,-0.033401,-0.121985,-0.314470,-0.010983
map,0.001529,-0.001544,0.001185,0.147499,-0.102813,-0.003698,0.243908,-0.236974,-0.013254,0.184437,-0.325021,-0.032608,0.085702,-0.342394,-0.056623,0.131391,-0.485366,-0.071821,0.154056,-0.738848,-0.085608,0.156982,-0.895243,-0.105564,0.151630,-0.991977,-0.090916,-0.001600,-0.516142,-0.069812,0.015335,-0.539133,-0.076384,0.031113,-0.464214,-0.066188,0.025611,-0.400404,-0.068249,-0.095913,-0.472216,-0.074937,-0.083611,-0.463006,-0.072025,-0.060567,-0.415089,-0.045356,-0.059584,-0.341089,-0.042676,-0.177932,-0.406919,-0.077686,-0.157853,-0.427133,-0.064604,-0.135393,-0.363290,-0.034098,-0.121526,-0.313777,-0.007286
map,0.000280,0.009463,0.006388,0.158147,-0.101616,0.001523,0.232450,-0.231310,-0.019036,0.172545,-0.314526,-0.028322,0.082816,-0.340960,-0.051563,0.125488,-0.493179,-0.058128,0.143569,-0.738124,-0.092229,0.138225,-0.895295,-0.105904,0.145786,-0.994500,-0.096520,0.006428,-0.511456,-0.089805,0.016843,-0.531753,-0.088025,0.026630,-0.463478,-0.073451,0.015950,-0.388726,-0.070804,-0.087561,-0.483450,-0.070754,-0.082233,-0.462365,-0.066037,-0.064263,-0.417297,-0.034170,-0.059434,-0.341254,-0.027544,-0.179534,-0.412577,-0.075242,-0.162110,-0.421903,-0.061828,-0.147622,-0.368697,-0.025512,-0.127136,-0.318824,-0.007281
map,0.008940,-0.004600,0.013281,0.156377,-0.109535,0.002350,0.225625,-0.231522,-0.019456,0.169125,-0.311360,-0.037417,0.089785,-0.339824,-0.051334,0.123341,-0.476059,-0.076148,0.140154,-0.745268,-0.102349,0.151483,-0.895476,-0.087889,0.144891,-1.005599,-0.110988,0.003764,-0.513603,-0.069318,0.011920,-0.546570,-0.091238,0.026721,-0.468573,-0.058846,0.017074,-0.393446,-0.062961,-0.086758,-0.467380,-0.072458,-0.071302,-0.486663,-0.065133,-0.053755,-0.409898,-0.047297,-0.059169,-0.338024,-0.042116,-0.175744,-0.414949,-0.087956,-0.165976,-0.425250,-0.058334,-0.121806,-0.374430,-0.043682,-0.124549,-0.321111,-0.002961
map,0.000000,0.000000,0.000000,0.153204,-0.103759,-0.004609,0.233916,-0.237588,-0.021454,0.173454,-0.319665,-0.039049,0.087048,-0.338939,-0.060999,0.129388,-0.488119,-0.066542,0.143418,-0.738530,-0.084905,0.143268,-0.889434,-0.093004,0.139589,-1.000000,-0.100576,0.012662,-0.522179,-0.072936,0.014787,-0.542853,-0.080568,0.017662,-0.463559,-0.070472,0.021900,-0.398021,-0.067959,-0.085950,-0.488743,-0.073388,-0.071070,-0.472140,-0.071252,-0.056767,-0.401667,-0.048882,-0.050080,-0.341961,-0.040128,-0.174197,-0.432938,-0.074755,-0.154837,-0.425780,-0.065930,-0.132845,-0.364810,-0.040095,-0.124253,-0.312402,-0.019657
map,0.002328,-0.002647,-0.003175,0.152118,-0.107684,-0.007415,0.232973,-0.239028,-0.024761,0.163841,-0.322687,-0.044025,0.087018,-0.341803,-0.058058,0.122819,-0.487514,-0.069264,0.146255,-0.741993,-0.077940,0.142186,-0.895562,-0.088545,0.133893,-1.000617,-0.098254,0.019887,-0.517826,-0.077775,0.026900,-0.550067,-0.074458,0.011643,-0.474584,-0.062816,0.024189,-0.397723,-0.069346,-0.089254,-0.481914,-0.077224,-0.078206,-0.465347,-0.066414,-0.047572,-0.414319,-0.055125,-0.047237,-0.341580,-0.037352,-0.171575,-0.431626,-0.086310,-0.150107,-0.431490,-0.067214,-0.127977,-0.362107,-0.030921,-0.113804,-0.309888,-0.014927
map,-0.010261,-0.004729,-0.005668,0.154282,-0.099389,0.000651,0.228846,-0.241337,-0.021480,0.173925,-0.315575,-0.044405,0.083936,-0.336203,-0.062175,0.140519,-0.486258,-0.066789,0.144038,-0.739963,-0.089465,0.149112,-0.894131,-0.096192,0.136585,-0.988109,-0.099837,-0.000050,-0.518035,-0.067782,0.016562,-0.552765,-0.077457,0.014118,-0.464986,-0.086981,0.014821,-0.409909,-0.069696,-0.076092,-0.491419,-0.077326,-0.073564,-0.477098,-0.068866,-0.055449,-0.390479,-0.040857,-0.046057,-0.345576,-0.025481,-0.172558,-0.423933,-0.068889,-0.152966,-0.417536,-0.065797,-0.120006,-0.373409,-0.042790,-0.128314,-0.310896,-0.015998
map,-0.009338,-0.002611,0.004182,0.144286,-0.108355,-0.006771,0.234160,-0.236678,-0.015001,0.165563,-0.321146,-0.046017,0.081518,-0.340200,-0.058220,0.142094,-0.489572,-0.067710,0.137630,-0.734686,-0.088295,0.145601,-0.891431,-0.094454,0.142481,-1.004588,-0.106455,0.012115,-0.530170,-0.067497,0.022336,-0.547338,-0.087222,0.021356,-0.457807,-0.066033,0.019533,-0.405762,-0.062394,-0.072459,-0.498094,-0.075313,-0.070929,-0.467707,-0.063489,-0.063432,-0.397684,-0.036342,-0.044247,-0.333269,-0.036376,-0.169875,-0.436532,-0.070000,-0.148587,-0.426960,-0.066189,-0.124506,-0.367164,-0.037692,-0.133219,-0.318718,-0.020579
map,0.000000,0.000000,0.000000,0.154789,-0.110544,0.001292,0.230346,-0.242908,-0.013196,0.174623,-0.329093,-0.028797,0.094247,-0.358889,-0.048656,0.128369,-0.486451,-0.064113,0.141484,-0.738088,-0.079377,0.142081,-0.888830,-0.084204,0.138424,-1.000000,-0.089478,0.009411,-0.515796,-0.071753,0.023194,-0.564066,-0.074324,0.026245,-0.485512,-0.058697,0.028216,-0.415257,-0.053073,-0.087552,-0.480402,-0.072779,-0.059554,-0.491621,-0.064295,-0.048871,-0.419755,-0.036047,-0.047229,-0.354710,-0.025068,-0.173561,-0.422918,-0.074319,-0.148819,-0.437110,-0.059413,-0.127792,-0.375923,-0.029301,-0.121719,-0.321517,-0.007332
map,-0.008051,0.003240,-0.005045,0.156486,-0.117004,0.008427,0.224282,-0.230428,-0.015504,0.182596,-0.320621,-0.032082,0.097942,-0.354132,-0.043129,0.122706,-0.501013,-0.064225,0.144411,-0.730124,-0.080339,0.146820,-0.890023,-0.081083,0.136374,-0.990948,-0.084896,0.015215,-0.526061,-0.078674,0.012779,-0.564975,-0.079778,0.029250,-0.490578,-0.052885,0.026315,-0.418270,-0.052837,-0.089824,-0.491826,-0.073098,-0.059006,-0.492989,-0.061015,-0.048590,-0.421791,-0.032346,-0.051077,-0.356898,-0.034318,-0.185775,-0.435086,-0.067450,-0.143243,-0.428851,-0.048164,-0.132199,-0.381980,-0.036836,-0.127441,-0.317091,0.002781
map,0.003492,-0.001058,-0.001375,0.145399,-0.112699,0.005311,0.224495,-0.255946,-0.018155,0.170087,-0.333037,-0.036338,0.097938,-0.348479,-0.055088,0.135028,-0.485319,-0.049788,0.145142,-0.735475,-0.084510,0.134745,-0.888293,-0.075211,0.143513,-1.002318,-0.085448,-0.000567,-0.522701,-0.068287,0.026633,-0.581196,-0.065456,0.021385,-0.487147,-0.057128,0.019089,-0.414400,-0.055337,-0.086362,-0.485699,-0.071749,-0.062361,-0.491962,-0.071324,-0.046779,-0.425015,-0.028780,-0.049162,-0.344195,-0.018181,-0.168033,-0.415532,-0.084803,-0.145439,-0.429142,-0.060050,-0.127038,-0.382061,-0.042034,-0.116606,-0.324125,-0.004075
map,0.008939,0.004403,0.001801,0.150434,-0.103288,0.002708,0.233430,-0.243799,-0.006156,0.182475,-0.332295,-0.033055,0.091021,-0.353672,-0.048467,0.130000,-0.497041,-0.065564,0.144737,-0.745896,-0.089058,0.141825,-0.898061,-0.081049,0.130847,-0.992351,-0.094754,0.010866,-0.520945,-0.067033,0.027242,-0.578571,-0.085714,0.018014,-0.494131,-0.052824,0.034228,-0.408529,-0.063574,-0.090444,-0.473890,-0.066109,-0.059919,-0.491154,-0.060181,-0.053351,-0.424772,-0.024463,-0.045341,-0.358187,-0.030776,-0.167343,-0.425597,-0.075013,-0.152670,-0.441933,-0.046387,-0.137617,-0.379536,-0.025445,-0.120754,-0.326816,-0.015504
map,0.000000,0.000000,0.000000,0.152433,-0.113601,0.001984,0.225044,-0.242428,-0.013000,0.171950,-0.318655,-0.029967,0.093276,-0.340187,-0.051848,0.127180,-0.496297,-0.060378,0.136012,-0.743884,-0.073866,0.134816,-0.892046,-0.078790,0.130594,-1.000000,-0.084476,0.010414,-0.531559,-0.068931,0.009846,-0.554331,-0.069044,0.010007,-0.472937,-0.055365,0.014543,-0.403898,-0.051802,-0.089042,-0.495619,-0.071017,-0.075484,-0.478779,-0.061087,-0.064683,-0.407494,-0.036836,-0.058050,-0.346231,-0.028989,-0.179027,-0.436657,-0.073764,-0.163602,-0.424367,-0.058760,-0.142127,-0.361770,-0.031472,-0.132384,-0.309744,-0.011230
map,-0.002473,0.007270,-0.010149,0.146299,-0.118977,0.000273,0.221449,-0.241127,-0.011639,0.177712,-0.315748,-0.031900,0.085485,-0.336153,-0.045720,0.136101,-0.499329,-0.062266,0.144824,-0.752813,-0.077230,0.128637,-0.887372,-0.080165,0.129394,-0.996933,-0.080657,0.002451,-0.535671,-0.059459,0.002904,-0.554697,-0.069727,0.010457,-0.473241,-0.065704,0.012005,-0.396383,-0.052983,-0.098383,-0.487152,-0.071408,-0.075679,-0.470608,-0.059150,-0.063586,-0.408080,-0.040847,-0.059320,-0.345139,-0.027409,-0.180641,-0.444379,-0.073549,-0.163214,-0.427190,-0.064221,-0.151819,-0.364831,-0.023443,-0.128294,-0.312534,-0.002425
map,-0.015871,0.008419,-0.007442,0.157119,-0.109875,0.001202,0.241370,-0.233485,-0.027934,0.168736,-0.334868,-0.031005,0.100542,-0.337766,-0.056455,0.125702,-0.499620,-0.072787,0.147518,-0.741579,-0.073282,0.135582,-0.889997,-0.088518,0.140347,-0.999869,-0.091793,0.017013,-0.532399,-0.072774,0.016565,-0.551875,-0.064755,0.006704,-0.479814,-0.050876,0.018457,-0.404242,-0.049479,-0.087658,-0.486454,-0.070723,-0.069060,-0.481442,-0.055190,-0.063717,-0.405362,-0.058474,-0.056502,-0.340991,-0.030863,-0.178356,-0.440186,-0.074896,-0.161363,-0.426519,-0.065683,-0.148350,-0.361549,-0.039994,-0.130192,-0.308762,-0.014585
map,-0.003340,0.002944,-0.007414,0.163233,-0.108816,-0.002057,0.217398,-0.238567,-0.021116,0.165409,-0.319143,-0.027052,0.091250,-0.342243,-0.059225,0.134427,-0.502170,-0.064466,0.137089,-0.744006,-0.078057,0.130763,-0.898240,-0.078849,0.140309,-1.007102,-0.086785,0.002209,-0.534232,-0.069746,0.010254,-0.552846,-0.067291,0.008709,-0.471906,-0.048510,0.020578,-0.408129,-0.050656,-0.090021,-0.492385,-0.065070,-0.077298,-0.472233,-0.062288,-0.068177,-0.408225,-0.034461,-0.060195,-0.347572,-0.022568,-0.172464,-0.428990,-0.070145,-0.165824,-0.425102,-0.061043,-0.147396,-0.361711,-0.027870,-0.126986,-0.313246,-0.014794
map,0.000000,0.000000,0.000000,0.156212,-0.108172,0.000603,0.236499,-0.238470,-0.015487,0.184652,-0.323890,-0.032913,0.104718,-0.355108,-0.054835,0.128927,-0.487584,-0.065142,0.137970,-0.737499,-0.080645,0.137096,-0.888968,-0.086601,0.133210,-1.000000,-0.093017,0.010142,-0.520834,-0.073023,0.021740,-0.557860,-0.074408,0.024591,-0.479056,-0.059170,0.027733,-0.409433,-0.054831,-0.088262,-0.485469,-0.074289,-0.064248,-0.485938,-0.064601,-0.054176,-0.415536,-0.036438,-0.051220,-0.350987,-0.026450,-0.176520,-0.427921,-0.076327,-0.154431,-0.432772,-0.061307,-0.133331,-0.371836,-0.031498,-0.126540,-0.317410,-0.009976
map,-0.002221,-0.011574,0.002452,0.142094,-0.107796,0.006842,0.239528,-0.235563,-0.014629,0.188507,-0.324717,-0.035167,0.097455,-0.357564,-0.057063,0.121900,-0.486634,-0.064410,0.129982,-0.736011,-0.077209,0.141849,-0.890687,-0.087517,0.128622,-0.990200,-0.100400,0.011218,-0.516872,-0.066985,0.017066,-0.564053,-0.074446,0.011826,-0.470134,-0.061057,0.033732,-0.407086,-0.060501,-0.079622,-0.482839,-0.077711,-0.076100,-0.479567,-0.064663,-0.041833,-0.409920,-0.036129,-0.042400,-0.339783,-0.019835,-0.179327,-0.438477,-0.073666,-0.156305,-0.432519,-0.059624,-0.135582,-0.370859,-0.031162,-0.130764,-0.318943,0.000319
map,0.002441,-0.005446,0.005000,0.161008,-0.102979,0.001110,0.239132,-0.242316,-0.010609,0.182383,-0.308416,-0.027186,0.111105,-0.353309,-0.045962,0.126996,-0.490249,-0.064462,0.144549,-0.738659,-0.077463,0.139210,-0.888419,-0.088607,0.144396,-0.994065,-0.091848,0.005035,-0.526306,-0.068818,0.023578,-0.552090,-0.075143,0.013966,-0.483033,-0.058276,0.029081,-0.415722,-0.059075,-0.095070,-0.480060,-0.081308,-0.061853,-0.491974,-0.056159,-0.057712,-0.400675,-0.023369,-0.047234,-0.353340,-0.023924,-0.175949,-0.421035,-0.074818,-0.159224,-0.421436,-0.064690,-0.147845,-0.369186,-0.020368,-0.123529,-0.311173,-0.013683
map,-0.008529,-0.016198,-0.011783,0.145639,-0.117698,-0.001540,0.235968,-0.239855,-0.019337,0.192818,-0.325083,-0.032977,0.108204,-0.356154,-0.057826,0.125379,-0.486099,-0.074169,0.131150,-0.733794,-0.080746,0.130851,-0.892148,-0.086856,0.131776,-0.993874,-0.081926,0.008013,-0.512634,-0.079224,0.014923,-0.553405,-0.066365,0.018330,-0.474540,-0.054243,0.031767,-0.401193,-0.064666,-0.086465,-0.475142,-0.079352,-0.077574,-0.479534,-0.063306,-0.054632,-0.417499,-0.034868,-0.058784,-0.340692,-0.020788,-0.177073,-0.428223,-0.075279,-0.158151,-0.438653,-0.064775,-0.145710,-0.365726,-0.031370,-0.118755,-0.322775,-0.015170
map,0.000000,0.000000,0.000000,0.155078,-0.112449,0.000871,0.227288,-0.243929,-0.015665,0.176878,-0.333223,-0.033586,0.099689,-0.368905,-0.056431,0.130220,-0.490811,-0.068724,0.137330,-0.741025,-0.084327,0.135502,-0.890245,-0.090781,0.130954,-1.000000,-0.097997,0.012446,-0.527203,-0.076689,0.012503,-0.553327,-0.077795,0.012338,-0.471356,-0.063113,0.016270,-0.401509,-0.059776,-0.087694,-0.492112,-0.077813,-0.076968,-0.479848,-0.067035,-0.066384,-0.409801,-0.039989,-0.059479,-0.346709,-0.031729,-0.177867,-0.433606,-0.079862,-0.165544,-0.425069,-0.065492,-0.144390,-0.362997,-0.037749,-0.133775,-0.308774,-0.017789
map,0.002320,0.004956,0.004301,0.160091,-0.108047,-0.006826,0.233071,-0.247687,-0.016228,0.167144,-0.331929,-0.036231,0.107766,-0.358378,-0.058494,0.130542,-0.489217,-0.071433,0.132206,-0.736847,-0.090179,0.136960,-0.890498,-0.085028,0.133321,-0.991401,-0.090835,0.016611,-0.524013,-0.073711,0.008693,-0.562012,-0.074477,-0.003308,-0.474996,-0.071576,0.015278,-0.404183,-0.073144,-0.105116,-0.496680,-0.068991,-0.092341,-0.473347,-0.069228,-0.066484,-0.416047,-0.037073,-0.062975,-0.355475,-0.030441,-0.180803,-0.437840,-0.087968,-0.166085,-0.425979,-0.060580,-0.145867,-0.364559,-0.027340,-0.138120,-0.302974,-0.015328
map,-0.007633,-0.005929,0.003712,0.155041,-0.112655,-0.010107,0.222604,-0.241838,0.000757,0.182046,-0.338259,-0.029917,0.103567,-0.366952,-0.059706,0.131749,-0.487811,-0.069038,0.142216,-0.743602,-0.076538,0.133711,-0.881382,-0.092170,0.127034,-0.999675,-0.100902,0.008088,-0.532833,-0.078771,0.008589,-0.552478,-0.075693,0.006180,-0.472635,-0.065268,0.016910,-0.404616,-0.061214,-0.089054,-0.494053,-0.085501,-0.081289,-0.481341,-0.064756,-0.055725,-0.397684,-0.032486,-0.054380,-0.345381,-0.029213,-0.182431,-0.428631,-0.081454,-0.165684,-0.418268,-0.076072,-0.146790,-0.360565,-0.032471,-0.139984,-0.315346,-0.017051
map,0.004434,-0.006380,-0.001637,0.155208,-0.118142,0.005071,0.237059,-0.246117,-0.013725,0.168391,-0.328273,-0.027880,0.108518,-0.366599,-0.062053,0.133334,-0.492939,-0.078361,0.144307,-0.745296,-0.086351,0.145697,-0.889668,-0.091139,0.141480,-0.996974,-0.097615,0.018272,-0.527667,-0.075644,0.014421,-0.549639,-0.078327,0.018696,-0.466886,-0.069808,0.014978,-0.398630,-0.063263,-0.088592,-0.501171,-0.090395,-0.082588,-0.485306,-0.056747,-0.064187,-0.407090,-0.033462,-0.054750,-0.350698,-0.031370,-0.178318,-0.435001,-0.086309,-0.164530,-0.430779,-0.074432,-0.153380,-0.370544,-0.031831,-0.131704,-0.315791,-0.030738
map,0.000000,0.000000,0.000000,0.154356,-0.115123,-0.000048,0.231506,-0.248909,-0.015211,0.174467,-0.334127,-0.032024,0.092735,-0.363999,-0.053662,0.128221,-0.495981,-0.060543,0.135471,-0.741980,-0.074174,0.132614,-0.889903,-0.079612,0.127398,-1.000000,-0.086130,0.010316,-0.530490,-0.068772,0.011627,-0.559519,-0.069939,0.012786,-0.480469,-0.056897,0.016376,-0.411037,-0.053897,-0.089698,-0.493824,-0.070646,-0.076109,-0.487383,-0.062020,-0.065311,-0.418072,-0.036760,-0.060094,-0.354973,-0.028151,-0.179449,-0.433346,-0.073309,-0.163491,-0.436420,-0.059690,-0.141993,-0.377191,-0.031335,-0.133678,-0.322685,-0.010265
map,-0.002740,0.006759,-0.006639,0.153781,-0.118699,0.008947,0.221503,-0.247688,-0.033478,0.176251,-0.332249,-0.029713,0.091473,-0.360011,-0.045807,0.133518,-0.501978,-0.060350,0.134681,-0.747127,-0.065970,0.129518,-0.889218,-0.076783,0.133792,-1.000417,-0.093981,0.020526,-0.532045,-0.069185,0.013286,-0.561652,-0.073605,0.011207,-0.485505,-0.055818,0.014470,-0.416230,-0.051968,-0.086087,-0.496660,-0.064868,-0.079225,-0.490674,-0.060021,-0.072285,-0.412050,-0.034955,-0.062479,-0.347121,-0.033714,-0.180063,-0.428517,-0.073564,-0.169364,-0.439678,-0.056409,-0.143475,-0.375817,-0.041817,-0.143469,-0.327672,-0.011962
map,0.004566,-0.004002,-0.003031,0.166608,-0.117759,0.006519,0.233993,-0.246238,-0.008685,0.168596,-0.342716,-0.043280,0.092555,-0.356100,-0.059207,0.128513,-0.496349,-0.058477,0.140371,-0.749190,-0.076185,0.133633,-0.892478,-0.079054,0.133721,-0.998339,-0.085948,0.011928,-0.530186,-0.073680,0.000571,-0.557732,-0.069299,0.020689,-0.471069,-0.047648,0.011274,-0.412092,-0.054199,-0.099188,-0.495309,-0.071586,-0.072122,-0.495867,-0.056973,-0.069731,-0.421061,-0.039071,-0.053092,-0.351073,-0.033072,-0.179894,-0.431496,-0.070964,-0.162872,-0.436630,-0.058908,-0.144143,-0.378860,-0.031238,-0.140402,-0.317321,-0.013845
map,0.009658,-0.005518,-0.001481,0.148349,-0.114887,-0.005136,0.240864,-0.256275,-0.028302,0.175784,-0.325003,-0.038372,0.098078,-0.368940,-0.050555,0.117134,-0.497564,-0.060955,0.125537,-0.737455,-0.075556,0.138292,-0.880415,-0.085950,0.127758,-0.993909,-0.088605,0.004780,-0.536914,-0.070364,0.007964,-0.565774,-0.078945,0.021857,-0.489609,-0.059605,0.020293,-0.408408,-0.063281,-0.100048,-0.491886,-0.070593,-0.090415,-0.484677,-0.063043,-0.069916,-0.414459,-0.046048,-0.063078,-0.357110,-0.018040,-0.182632,-0.436810,-0.079467,-0.161592,-0.431678,-0.059508,-0.146812,-0.376269,-0.027990,-0.129855,-0.324873,-0.024975
map,0.000000,0.000000,0.000000,0.161551,-0.104487,0.001208,0.246466,-0.230833,-0.013005,0.200896,-0.313343,-0.028966,0.123657,-0.338718,-0.049551,0.129731,-0.493530,-0.059411,0.138311,-0.738890,-0.072419,0.136064,-0.888705,-0.078269,0.129798,-1.000000,-0.085603,0.010307,-0.527948,-0.067777,0.023309,-0.561937,-0.068521,0.027081,-0.482236,-0.055275,0.028814,-0.411444,-0.052297,-0.089215,-0.490281,-0.069603,-0.063169,-0.487025,-0.060384,-0.050606,-0.418074,-0.034641,-0.047016,-0.353581,-0.025885,-0.178497,-0.429221,-0.072088,-0.153546,-0.433417,-0.059113,-0.131248,-0.375453,-0.031355,-0.123971,-0.322404,-0.010780
map,0.003884,0.011219,-0.006702,0.167540,-0.088185,-0.002150,0.243999,-0.243197,-0.007507,0.196544,-0.307756,-0.029966,0.123826,-0.335638,-0.047935,0.128958,-0.497047,-0.057482,0.136149,-0.736972,-0.077950,0.138440,-0.886441,-0.081797,0.128185,-0.991734,-0.085806,0.004278,-0.533645,-0.067286,0.027115,-0.559676,-0.069266,0.031112,-0.466256,-0.053239,0.035439,-0.411390,-0.053097,-0.093599,-0.485856,-0.062887,-0.064610,-0.488918,-0.061887,-0.040330,-0.425995,-0.046922,-0.041374,-0.355452,-0.030316,-0.177812,-0.432860,-0.077500,-0.146486,-0.433743,-0.056111,-0.134782,-0.364358,-0.027068,-0.127612,-0.325027,-0.014795
map,-0.004874,0.002959,-0.000189,0.154739,-0.109240,-0.001727,0.244405,-0.237744,-0.017419,0.199386,-0.309529,-0.031792,0.121188,-0.348675,-0.064191,0.126850,-0.499683,-0.049098,0.133953,-0.742517,-0.075082,0.143096,-0.890139,-0.079550,0.131467,-1.001591,-0.091975,0.007790,-0.526699,-0.063743,0.027644,-0.567249,-0.064504,0.028559,-0.486151,-0.057402,0.026875,-0.410312,-0.055216,-0.097055,-0.486895,-0.063459,-0.068362,-0.485817,-0.057049,-0.041766,-0.413727,-0.031669,-0.050592,-0.355473,-0.020379,-0.184456,-0.419815,-0.064226,-0.164134,-0.427002,-0.054322,-0.137752,-0.375576,-0.028132,-0.116154,-0.317175,-0.020175
